rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
183,202,9.389999999999999,0.5,7.719252833750971,15.438505667501943,100.0,20,20,100.0,,,,
184,98,9.354699999999998,0.5,7.888762587818043,15.777525175636086,100.0,20,20,100.0,,,,
185,212,9.339000000000006,0.4969619702631066,7.982736951233983,15.965473902467966,100.0,20,20,100.0,,,,
186,37,9.3308,0.5,8.158236263347753,16.316472526695506,100.0,20,20,100.0,,,,
187,218,9.301700000000004,0.5,8.08283392110874,16.16566784221748,100.0,20,20,100.0,,,,
188,125,9.2584,0.495492538018625,7.972416990765874,15.944833981531747,100.0,20,20,100.0,,,,
189,83,9.252000000000002,0.4894878365389889,8.830626127244527,17.661252254489053,100.0,20,20,100.0,,,,
190,149,9.2497,0.5,8.570187318506468,17.140374637012936,100.0,20,20,100.0,,,,
191,172,9.241299999999999,0.5,7.843566171707417,15.687132343414834,100.0,20,20,100.0,,,,
192,60,9.049800000000003,0.5,7.905725009369894,15.811450018739787,100.0,20,20,100.0,,,,
193,59,9.019499999999997,0.5,8.142331545853748,16.284663091707497,100.0,20,20,100.0,,,,
194,251,8.980299999999996,0.5,7.899231110637826,15.798462221275653,100.0,20,20,100.0,,,,
195,129,8.938400000000003,0.5,8.289297329837998,16.578594659675996,100.0,20,20,100.0,,,,
196,291,8.924799999999998,0.5,8.44137750763085,16.8827550152617,100.0,20,20,100.0,,,,
197,35,8.9227,0.5,7.9483975630317305,15.896795126063461,100.0,20,20,100.0,,,,
198,239,8.897300000000001,0.5,9.125623611884802,18.251247223769603,100.0,20,20,100.0,,,,
199,109,8.8789,0.5,8.101031972642689,16.202063945285378,100.0,20,20,100.0,,,,
200,81,8.8659,0.5,7.712275262959518,15.424550525919036,100.0,20,20,100.0,,,,
201,22,8.764700000000005,0.5,8.334193783653971,16.668387567307942,100.0,20,20,100.0,,,,
202,147,8.7589,0.5,8.056621666981119,16.113243333962238,100.0,20,20,100.0,,,,
203,63,8.756600000000002,0.5,7.777887555416062,15.555775110832124,100.0,20,20,100.0,,,,
204,76,8.748800000000003,0.5,7.817962140000996,15.635924280001992,100.0,20,20,100.0,,,,
205,23,8.713900000000004,0.5,8.209819096224729,16.419638192449458,100.0,20,20,100.0,,,,
206,158,8.591600000000003,0.5,7.873764121103726,15.747528242207451,100.0,20,20,100.0,,,,
207,100,8.544,0.5,7.855092828042802,15.710185656085605,100.0,20,20,100.0,,,,
208,122,8.4297,0.5,8.176670934056,16.353341868112,100.0,20,20,100.0,,,,
209,73,8.395699999999998,0.5,8.220841997068764,16.441683994137527,100.0,20,20,100.0,,,,
210,13,8.3931,0.5,8.861401577518187,17.722803155036374,100.0,20,20,100.0,,,,
211,130,8.390000000000004,0.5,8.06582509988946,16.13165019977892,100.0,20,20,100.0,,,,
212,146,8.388799999999994,0.5,8.256224708063918,16.512449416127836,100.0,20,20,100.0,,,,
213,104,8.3681,0.5,8.03768040164878,16.07536080329756,100.0,20,20,100.0,,,,
214,198,8.3661,0.5,8.133503638858118,16.267007277716235,100.0,20,20,100.0,,,,
215,12,8.357899999999997,0.5,8.318359120873765,16.63671824174753,100.0,20,20,100.0,,,,
216,50,8.2999,0.5,8.60669689032511,17.21339378065022,100.0,20,20,100.0,,,,
217,155,8.191700000000003,0.5,7.859239570146191,15.718479140292382,100.0,20,20,100.0,,,,
218,257,8.177399999999999,0.5,8.555243811903232,17.110487623806463,100.0,20,20,100.0,,,,
219,92,8.122399999999999,0.5,7.693953369870989,15.387906739741979,100.0,20,20,100.0,,,,
220,6,8.096100000000002,0.5,8.732012906001637,17.464025812003275,100.0,20,20,100.0,,,,
221,107,8.019499999999997,0.5,8.435103787583737,16.870207575167473,100.0,20,20,100.0,,,,
222,133,8.019400000000001,0.5,7.887813354988134,15.775626709976269,100.0,20,20,100.0,,,,
223,164,7.965500000000001,0.5,8.62093928681829,17.24187857363658,100.0,20,20,100.0,,,,
224,221,7.916799999999998,0.5,8.65123462597702,17.30246925195404,100.0,20,20,100.0,,,,
225,26,7.913599999999997,0.5,8.201778090324542,16.403556180649083,100.0,20,20,100.0,,,,
226,17,7.905199999999999,0.5,8.01315049808456,16.02630099616912,100.0,20,20,100.0,,,,
227,89,7.9039000000000055,0.5,8.039283658483953,16.078567316967906,100.0,20,20,100.0,,,,
228,46,7.903299999999997,0.5,7.771010027370797,15.542020054741593,100.0,20,20,100.0,,,,
229,91,7.9026999999999985,0.5,8.16173407143369,16.32346814286738,100.0,20,20,100.0,,,,
